Tipo Producto,Nombre Producto,Subproducto,Nombre Subproducto,ID Cliente 2
3,Prestamos,411,CARTERA VIVIENDA PESOS,10000059913
3,Prestamos,732,Rotativo,10000289113
2,Tarjeta credito Master,44,MMBL,10000122649
2,Tarjeta credito Master,4,MOR,10000241576
4,Cuenta de Ahorro,33,CUENTA FIEL,10000168766
12,Tarjeta Visa,36,VIS PLAV,10000073780
1,Tarjeta Credito Visa,96,VIS CL CRO,10000186500
3,Prestamos,732,Rotativo,10000210899
3,Prestamos,705,Credicheque (RC) - BAU,10000275000
3,Prestamos,732,Rotativo,10000174514
1,Tarjeta Credito Visa,94,VLNCLAS,10000091532
1,Tarjeta Credito Visa,95,VIS PRI PLAT,10000102332
4,Cuenta de Ahorro,36,FLEXI CUENTA,10000085482
12,Tarjeta Visa,21,VIS INTE AV,10000269599
2,Tarjeta credito Master,79,OLM,10000127614
3,Prestamos,411,CARTERA VIVIENDA PESOS,10000001676
1,Tarjeta Credito Visa,1,VIS CL,10000228045
1,Tarjeta Credito Visa,62,CENS G,10000069583
5,Cuenta Corriente,51,CUENTA CORRIENTE P.NATURAL,10000233356
1,Tarjeta Credito Visa,3,VIS PLAT CEN,10000208586
9,TD M Tarjeta Debito Master,525358,MTRO,10000333686
200,Productos Banco SFC,215,Tarjetas de crédito,10000040764
1,Tarjeta Credito Visa,94,VLNCLAS,10000128968
10,Tarjeta Credito Amex,9,STMX,10000279598
1,Tarjeta Credito Visa,92,VIS CL LIN,10000096772
2,Tarjeta credito Master,57,ORTEP,10000017456
1,Tarjeta Credito Visa,78,VIS INTE,10000303736
1,Tarjeta Credito Visa,94,VLNCLAS,10000256019
4,Cuenta de Ahorro,14,CTA DE AHORRO FISCAL AFC CAPIT,10000005838
2,Tarjeta credito Master,44,MMBL,10000226020
4,Cuenta de Ahorro,14,CTA DE AHORRO FISCAL AFC CAPIT,10000005202
3,Prestamos,702,One Plus,10000175108
1,Tarjeta Credito Visa,62,CENS G,10000050460
12,Tarjeta Visa,36,VIS PLAV,10000076880
4,Cuenta de Ahorro,33,CUENTA FIEL,10000181158
7,CDTS,3,CDT < 6 MESES PESOS T.F 365,10000133584
10,Tarjeta Credito Amex,9,STMX,10000311533
1,Tarjeta Credito Visa,62,CENS G,10000173517
3,Prestamos,741,Libre Inversion,10000275377
1,Tarjeta Credito Visa,1,VIS CL,10000355656
4,Cuenta de Ahorro,15,CUENTA DE AHORROS NOMINA,10000174243
12,Tarjeta Visa,92,TARJETA DE CRÉDITO,10000034772
1,Tarjeta Credito Visa,51,VIS INTE CEN,10000288228
300,Leasing Productos,6500,Leasing  Habitacional,10000000027
90,No Vinculados,90,no vinculados,10000297139
1,Tarjeta Credito Visa,61,CENS CL,10000342631
1,Tarjeta Credito Visa,62,CENS G,10000041814
1,Tarjeta Credito Visa,61,CENS CL,10000038402
4,Cuenta de Ahorro,36,FLEXI CUENTA,10000015630
3,Prestamos,438,TIT PORTAFOLIO 19004 NO VIS E6,10000274530
12,Tarjeta Visa,84,VIS CLS CS,10000172080
1,Tarjeta Credito Visa,1,VIS CL,10000323466
1,Tarjeta Credito Visa,62,CENS G,10000218517
4,Cuenta de Ahorro,3,CUENTA DE AHORROS CHIQUICUENTA,10000054749
3,Prestamos,411,CARTERA VIVIENDA PESOS,10000058782
1,Tarjeta Credito Visa,1,VIS CL,10000097344
1,Tarjeta Credito Visa,61,CENS CL,10000321785
1,Tarjeta Credito Visa,94,VLNCLAS,10000102486
12,Tarjeta Visa,92,TARJETA DE CRÉDITO,10000221874
2,Tarjeta credito Master,79,OLM,10000056865
12,Tarjeta Visa,91,CASTVP,10000138080
2,Tarjeta credito Master,58,MGRWDS,10000220700
1,Tarjeta Credito Visa,94,VLNCLAS,10000332088
6,DAC  Domiciliaciòn,1,OBL.HIPOTEC.COLPATRIA RED MULT,10000005427
1,Tarjeta Credito Visa,94,VLNCLAS,10000105245
1,Tarjeta Credito Visa,62,CENS G,10000077378
1,Tarjeta Credito Visa,51,VIS INTE CEN,10000093150
2,Tarjeta credito Master,29,MASPLAD,10000043011
12,Tarjeta Visa,84,VIS CLS CS,10000108217
1,Tarjeta Credito Visa,96,VIS CL CRO,10000177310
1,Tarjeta Credito Visa,94,VLNCLAS,10000351009
2,Tarjeta credito Master,83,MCLASH,10000085516
1,Tarjeta Credito Visa,96,VIS CL CRO,10000035281
12,Tarjeta Visa,21,VIS INTE AV,10000037176
12,Tarjeta Visa,92,TARJETA DE CRÉDITO,10000345257
1,Tarjeta Credito Visa,62,CENS G,10000165972
1,Tarjeta Credito Visa,61,CENS CL,10000126734
12,Tarjeta Visa,36,VIS PLAV,10000034738
12,Tarjeta Visa,21,VIS INTE AV,10000021012
5,Cuenta Corriente,51,CUENTA CORRIENTE P.NATURAL,10000120755
3,Prestamos,705,Credicheque (RC) - BAU,10000195167
1,Tarjeta Credito Visa,62,CENS G,10000314162
3,Prestamos,732,Rotativo,10000124782
1,Tarjeta Credito Visa,61,CENS CL,10000109876
3,Prestamos,705,Credicheque (RC) - BAU,10000139490
3,Prestamos,741,Libre Inversion,10000179733
2,Tarjeta credito Master,79,OLM,10000022717
4,Cuenta de Ahorro,1,CUENTA DE AHORROS TRADICIONAL,10000274294
1,Tarjeta Credito Visa,62,CENS G,10000333135
10,Tarjeta Credito Amex,9,STMX,10000104054
1,Tarjeta Credito Visa,3,VIS PLAT CEN,10000031934
3,Prestamos,411,CARTERA VIVIENDA PESOS,10000069209
1,Tarjeta Credito Visa,95,VIS PRI PLAT,10000097516
5,Cuenta Corriente,51,CUENTA CORRIENTE P.NATURAL,10000124365
12,Tarjeta Visa,36,VIS PLAV,10000031561
3,Prestamos,779,Cartera castigada vehiculos,10000357751
12,Tarjeta Visa,36,VIS PLAV,10000107043
12,Tarjeta Visa,36,VIS PLAV,10000205058
12,Tarjeta Visa,36,VIS PLAV,10000261498
2,Tarjeta credito Master,7,PLTUM,10000055630
90,No Vinculados,90,no vinculados,10000078704
4,Cuenta de Ahorro,14,CTA DE AHORRO FISCAL AFC CAPIT,10000004318
4,Cuenta de Ahorro,1,CUENTA DE AHORROS TRADICIONAL,10000173925
4,Cuenta de Ahorro,15,CUENTA DE AHORROS NOMINA,10000004887
4,Cuenta de Ahorro,14,CTA DE AHORRO FISCAL AFC CAPIT,10000006243
2,Tarjeta credito Master,83,MCLASH,10000181628
2,Tarjeta credito Master,71,ORPAN,10000154621
1,Tarjeta Credito Visa,3,VIS PLAT CEN,10000105731
12,Tarjeta Visa,36,VIS PLAV,10000040837
3,Prestamos,705,Credicheque (RC) - BAU,10000067848
4,Cuenta de Ahorro,14,CTA DE AHORRO FISCAL AFC CAPIT,10000004776
2,Tarjeta credito Master,79,OLM,10000132839
3,Prestamos,411,CARTERA VIVIENDA PESOS,10000181407
1,Tarjeta Credito Visa,2,VIS OR,10000062091
1,Tarjeta Credito Visa,94,VLNCLAS,10000057845
12,Tarjeta Visa,84,VIS CLS CS,10000108368
12,Tarjeta Visa,36,VIS PLAV,10000083568
200,Productos Banco SFC,203,CDT,10000032785
3,Prestamos,411,CARTERA VIVIENDA PESOS,10000295075
2,Tarjeta credito Master,58,MGRWDS,10000227777
12,Tarjeta Visa,21,VIS INTE AV,10000272838
2,Tarjeta credito Master,57,ORTEP,10000084589
1,Tarjeta Credito Visa,94,VLNCLAS,10000074411
12,Tarjeta Visa,36,VIS PLAV,10000042524
1,Tarjeta Credito Visa,61,CENS CL,10000214831
2,Tarjeta credito Master,79,OLM,10000271634
1,Tarjeta Credito Visa,62,CENS G,10000038910
4,Cuenta de Ahorro,15,CUENTA DE AHORROS NOMINA,10000125843
1,Tarjeta Credito Visa,94,VLNCLAS,10000025899
3,Prestamos,741,Libre Inversion,10000275648
4,Cuenta de Ahorro,33,CUENTA FIEL,10000142942
12,Tarjeta Visa,36,VIS PLAV,10000010673
1,Tarjeta Credito Visa,61,CENS CL,10000063475
12,Tarjeta Visa,36,VIS PLAV,10000162840
1,Tarjeta Credito Visa,92,VIS CL LIN,10000091758
4,Cuenta de Ahorro,15,CUENTA DE AHORROS NOMINA,10000115542
12,Tarjeta Visa,21,VIS INTE AV,10000022543
2,Tarjeta credito Master,56,CLAS TP,10000060996
1,Tarjeta Credito Visa,61,CENS CL,10000234197
2,Tarjeta credito Master,79,OLM,10000341573
12,Tarjeta Visa,21,VIS INTE AV,10000216591
2,Tarjeta credito Master,29,MASPLAD,10000026133
12,Tarjeta Visa,82,VIS GOR,10000345189
12,Tarjeta Visa,36,VIS PLAV,10000060875
2,Tarjeta credito Master,4,MOR,10000072049
1,Tarjeta Credito Visa,62,CENS G,10000222611
3,Prestamos,230,LIBRE INVERS HIPTECARIO CMCIAL,10000086149
3,Prestamos,700,Instalamento- Ref,10000026584
12,Tarjeta Visa,36,VIS PLAV,10000342303
4,Cuenta de Ahorro,33,CUENTA FIEL,10000144086
4,Cuenta de Ahorro,36,FLEXI CUENTA,10000217160
1,Tarjeta Credito Visa,61,CENS CL,10000236214
1,Tarjeta Credito Visa,62,CENS G,10000059768
1,Tarjeta Credito Visa,61,CENS CL,10000245614
3,Prestamos,411,CARTERA VIVIENDA PESOS,10000291697
12,Tarjeta Visa,36,VIS PLAV,10000007457
1,Tarjeta Credito Visa,51,VIS INTE CEN,10000024292
12,Tarjeta Visa,36,VIS PLAV,10000217042
1,Tarjeta Credito Visa,3,VIS PLAT CEN,10000226092
2,Tarjeta credito Master,83,MCLASH,10000022532
9,TD M Tarjeta Debito Master,525358,MTRO,10000151625
4,Cuenta de Ahorro,14,CTA DE AHORRO FISCAL AFC CAPIT,10000004240
1,Tarjeta Credito Visa,61,CENS CL,10000073853
2,Tarjeta credito Master,79,OLM,10000243501
3,Prestamos,411,CARTERA VIVIENDA PESOS,10000200703
1,Tarjeta Credito Visa,95,VIS PRI PLAT,10000150169
1,Tarjeta Credito Visa,91,PRPLAT,10000008194
1,Tarjeta Credito Visa,1,VIS CL,10000224255
1,Tarjeta Credito Visa,62,CENS G,10000022719
3,Prestamos,741,Libre Inversion,10000065430
1,Tarjeta Credito Visa,3,VIS PLAT CEN,10000146775
1,Tarjeta Credito Visa,1,VIS CL,10000319517
1,Tarjeta Credito Visa,62,CENS G,10000050292
2,Tarjeta credito Master,57,ORTEP,10000107444
3,Prestamos,732,Rotativo,10000001069
1,Tarjeta Credito Visa,97,VORCL,10000022937
12,Tarjeta Visa,84,VIS CLS CS,10000353380
3,Prestamos,411,CARTERA VIVIENDA PESOS,10000201385
1,Tarjeta Credito Visa,94,VLNCLAS,10000355727
1,Tarjeta Credito Visa,2,VIS OR,10000261136
4,Cuenta de Ahorro,33,CUENTA FIEL,10000060342
300,Leasing Productos,6500,Leasing  Habitacional,10000036618
2,Tarjeta credito Master,57,ORTEP,10000241936
12,Tarjeta Visa,36,VIS PLAV,10000183751
4,Cuenta de Ahorro,30,AHORROS CUENTA CONMIGO,10000056016
4,Cuenta de Ahorro,36,FLEXI CUENTA,10000062595
9,TD M Tarjeta Debito Master,525358,MTRO,10000140543
12,Tarjeta Visa,36,VIS PLAV,10000104816
3,Prestamos,741,Libre Inversion,10000064063
1,Tarjeta Credito Visa,94,VLNCLAS,10000100028
4,Cuenta de Ahorro,33,CUENTA FIEL,10000128422
4,Cuenta de Ahorro,33,CUENTA FIEL,10000153569
12,Tarjeta Visa,92,TARJETA DE CRÉDITO,10000027352
1,Tarjeta Credito Visa,1,VIS CL,10000243837
4,Cuenta de Ahorro,33,CUENTA FIEL,10000113870
1,Tarjeta Credito Visa,1,VIS CL,10000103645
12,Tarjeta Visa,36,VIS PLAV,10000198027
1,Tarjeta Credito Visa,78,VIS INTE,10000051647
1,Tarjeta Credito Visa,69,PRIVCEN,10000319256
3,Prestamos,740,Libranza Vinculados,10000275685
9,TD M Tarjeta Debito Master,525358,MTRO,10000009964
12,Tarjeta Visa,36,VIS PLAV,10000147349
1,Tarjeta Credito Visa,3,VIS PLAT CEN,10000034294
4,Cuenta de Ahorro,1,CUENTA DE AHORROS TRADICIONAL,10000168784
12,Tarjeta Visa,92,TARJETA DE CRÉDITO,10000198494
1,Tarjeta Credito Visa,62,CENS G,10000149210
9,TD M Tarjeta Debito Master,525358,MTRO,10000155911
4,Cuenta de Ahorro,36,FLEXI CUENTA,10000013527
12,Tarjeta Visa,92,TARJETA DE CRÉDITO,10000228302
4,Cuenta de Ahorro,14,CTA DE AHORRO FISCAL AFC CAPIT,10000005391
9,TD M Tarjeta Debito Master,525358,MTRO,10000073903
1,Tarjeta Credito Visa,94,VLNCLAS,10000252915
1,Tarjeta Credito Visa,51,VIS INTE CEN,10000132531
1,Tarjeta Credito Visa,62,CENS G,10000016587
12,Tarjeta Visa,84,VIS CLS CS,10000147535
200,Productos Banco SFC,216,Creditos de consumo,10000039998
2,Tarjeta credito Master,79,OLM,10000169168
4,Cuenta de Ahorro,15,CUENTA DE AHORROS NOMINA,10000179693
1,Tarjeta Credito Visa,2,VIS OR,10000075831
1,Tarjeta Credito Visa,50,CLASCAM,10000161718
12,Tarjeta Visa,36,VIS PLAV,10000043842
1,Tarjeta Credito Visa,62,CENS G,10000068077
1,Tarjeta Credito Visa,73,VIS SIG,10000107078
1,Tarjeta Credito Visa,61,CENS CL,10000317811
1,Tarjeta Credito Visa,69,PRIVCEN,10000277532
4,Cuenta de Ahorro,33,CUENTA FIEL,10000027589
2,Tarjeta credito Master,73,Master Clásica Claro,10000101275
9,TD M Tarjeta Debito Master,548185,MTRO,10000108249
2,Tarjeta credito Master,3,MC,10000240148
3,Prestamos,741,Libre Inversion,10000125439
3,Prestamos,740,Libranza Vinculados,10000024100
2,Tarjeta credito Master,3,MC,10000032562
3,Prestamos,732,Rotativo,10000198553
4,Cuenta de Ahorro,36,FLEXI CUENTA,10000137776
12,Tarjeta Visa,36,VIS PLAV,10000081516
2,Tarjeta credito Master,7,PLTUM,10000020489
4,Cuenta de Ahorro,27,RENTA PREMIUM MAX PERSONA NAT.,10000339779
1,Tarjeta Credito Visa,62,CENS G,10000024683
2,Tarjeta credito Master,4,MOR,10000354685
3,Prestamos,801,Castigo rotativo,10000024998
3,Prestamos,705,Credicheque (RC) - BAU,10000195383
12,Tarjeta Visa,36,VIS PLAV,10000022335
300,Leasing Productos,6300,Leasing Inmobiliario PN,10000054922
1,Tarjeta Credito Visa,63,VIS CAFN,10000058570
2,Tarjeta credito Master,3,MC,10000215742
2,Tarjeta credito Master,73,Master Clásica Claro,10000354269
4,Cuenta de Ahorro,15,CUENTA DE AHORROS NOMINA,10000113820
1,Tarjeta Credito Visa,62,CENS G,10000182634
12,Tarjeta Visa,21,VIS INTE AV,10000017989
3,Prestamos,741,Libre Inversion,10000307222
12,Tarjeta Visa,92,TARJETA DE CRÉDITO,10000269853
2,Tarjeta credito Master,79,OLM,10000257469
12,Tarjeta Visa,21,VIS INTE AV,10000020513
1,Tarjeta Credito Visa,96,VIS CL CRO,10000033040
1,Tarjeta Credito Visa,1,VIS CL,10000355111
4,Cuenta de Ahorro,33,CUENTA FIEL,10000120623
3,Prestamos,741,Libre Inversion,10000172703
1,Tarjeta Credito Visa,62,CENS G,10000148762
1,Tarjeta Credito Visa,91,PRPLAT,10000332017
4,Cuenta de Ahorro,36,FLEXI CUENTA,10000059821
1,Tarjeta Credito Visa,1,VIS CL,10000276608
12,Tarjeta Visa,36,VIS PLAV,10000261808
1,Tarjeta Credito Visa,73,VIS SIG,10000027746
1,Tarjeta Credito Visa,3,VIS PLAT CEN,10000215864
12,Tarjeta Visa,36,VIS PLAV,10000017845
1,Tarjeta Credito Visa,61,CENS CL,10000167673
3,Prestamos,416,Hip Vis Con Beneficio,10000086420
7,CDTS,3,CDT < 6 MESES PESOS T.F 365,10000137660
2,Tarjeta credito Master,7,PLTUM,10000223749
9,TD M Tarjeta Debito Master,525358,MTRO,10000283640
1,Tarjeta Credito Visa,78,VIS INTE,10000064016
1,Tarjeta Credito Visa,51,VIS INTE CEN,10000255121
4,Cuenta de Ahorro,1,CUENTA DE AHORROS TRADICIONAL,10000281960
1,Tarjeta Credito Visa,62,CENS G,10000026370
2,Tarjeta credito Master,76,MBCLR,10000132159
4,Cuenta de Ahorro,15,CUENTA DE AHORROS NOMINA,10000340654
2,Tarjeta credito Master,44,MMBL,10000038946
90,No Vinculados,90,no vinculados,10000220902
3,Prestamos,428,CARTERA VIVIENDA VIS PESOS,10000200481
4,Cuenta de Ahorro,33,CUENTA FIEL,10000016916
1,Tarjeta Credito Visa,62,CENS G,10000243091
4,Cuenta de Ahorro,102,CTA AH MOMENTUM PREF1,10000138012
4,Cuenta de Ahorro,33,CUENTA FIEL,10000017180
4,Cuenta de Ahorro,33,CUENTA FIEL,10000203924
12,Tarjeta Visa,36,VIS PLAV,10000030120
1,Tarjeta Credito Visa,62,CENS G,10000318689
2,Tarjeta credito Master,53,MOYAHA,10000011526
2,Tarjeta credito Master,56,CLAS TP,10000033839
9,TD M Tarjeta Debito Master,525358,MTRO,10000336033
4,Cuenta de Ahorro,15,CUENTA DE AHORROS NOMINA,10000149556
3,Prestamos,741,Libre Inversion,10000107656
1,Tarjeta Credito Visa,1,VIS CL,10000235710
3,Prestamos,741,Libre Inversion,10000172512
3,Prestamos,732,Rotativo,10000314720
3,Prestamos,415,Hip Vis Sin Beneficio,10000282249
12,Tarjeta Visa,36,VIS PLAV,10000096848
4,Cuenta de Ahorro,15,CUENTA DE AHORROS NOMINA,10000125487
3,Prestamos,741,Libre Inversion,10000276147
1,Tarjeta Credito Visa,62,CENS G,10000146690
12,Tarjeta Visa,84,VIS CLS CS,10000216762
1,Tarjeta Credito Visa,3,VIS PLAT CEN,10000063923
1,Tarjeta Credito Visa,62,CENS G,10000344516
12,Tarjeta Visa,91,CASTVP,10000329281
3,Prestamos,449,Vvda Vis Pesos Sin Beneficio,10000200636
1,Tarjeta Credito Visa,73,VIS SIG,10000051687
4,Cuenta de Ahorro,41,CTA AH SAVING ESPECIAL5,10000036082
2,Tarjeta credito Master,73,Master Clásica Claro,10000208399
2,Tarjeta credito Master,3,MC,10000057909
9,TD M Tarjeta Debito Master,547692,TM,10000203431
1,Tarjeta Credito Visa,1,VIS CL,10000037997
1,Tarjeta Credito Visa,97,VORCL,10000127698
3,Prestamos,732,Rotativo,10000116059
12,Tarjeta Visa,36,VIS PLAV,10000054084
1,Tarjeta Credito Visa,46,CLASVISR,10000281182
1,Tarjeta Credito Visa,62,CENS G,10000258009
12,Tarjeta Visa,92,TARJETA DE CRÉDITO,10000088185
3,Prestamos,741,Libre Inversion,10000208583
2,Tarjeta credito Master,3,MC,10000315839
3,Prestamos,705,Credicheque (RC) - BAU,10000147009
12,Tarjeta Visa,21,VIS INTE AV,10000241398
1,Tarjeta Credito Visa,96,VIS CL CRO,10000324994
9,TD M Tarjeta Debito Master,525358,MTRO,10000155980
1,Tarjeta Credito Visa,69,PRIVCEN,10000164418
4,Cuenta de Ahorro,1,CUENTA DE AHORROS TRADICIONAL,10000181861
5,Cuenta Corriente,51,CUENTA CORRIENTE P.NATURAL,10000337899
10,Tarjeta Credito Amex,9,STMX,10000043620
12,Tarjeta Visa,36,VIS PLAV,10000204462
4,Cuenta de Ahorro,15,CUENTA DE AHORROS NOMINA,10000126426
2,Tarjeta credito Master,9,MSCLS,10000121733
1,Tarjeta Credito Visa,62,CENS G,10000083049
4,Cuenta de Ahorro,15,CUENTA DE AHORROS NOMINA,10000213962
2,Tarjeta credito Master,44,MMBL,10000288306
1,Tarjeta Credito Visa,51,VIS INTE CEN,10000079874
1,Tarjeta Credito Visa,61,CENS CL,10000299904
2,Tarjeta credito Master,7,PLTUM,10000177881
1,Tarjeta Credito Visa,51,VIS INTE CEN,10000031082
1,Tarjeta Credito Visa,94,VLNCLAS,10000025624
1,Tarjeta Credito Visa,62,CENS G,10000122065
1,Tarjeta Credito Visa,3,VIS PLAT CEN,10000186241
1,Tarjeta Credito Visa,99,VIS SIG CLAS,10000236046
1,Tarjeta Credito Visa,62,CENS G,10000184805
10,Tarjeta Credito Amex,9,STMX,10000010610
1,Tarjeta Credito Visa,94,VLNCLAS,10000074632
10,Tarjeta Credito Amex,9,STMX,10000043277
3,Prestamos,411,CARTERA VIVIENDA PESOS,10000291639
1,Tarjeta Credito Visa,73,VIS SIG,10000211431
3,Prestamos,705,Credicheque (RC) - BAU,10000190747
3,Prestamos,756,Unificaciones consumo,10000040080
12,Tarjeta Visa,21,VIS INTE AV,10000048740
12,Tarjeta Visa,21,VIS INTE AV,10000112295
12,Tarjeta Visa,36,VIS PLAV,10000112843
4,Cuenta de Ahorro,14,CTA DE AHORRO FISCAL AFC CAPIT,10000003861
1,Tarjeta Credito Visa,62,CENS G,10000032630
1,Tarjeta Credito Visa,1,VIS CL,10000082167
1,Tarjeta Credito Visa,1,VIS CL,10000318865
3,Prestamos,732,Rotativo,10000080103
1,Tarjeta Credito Visa,62,CENS G,10000243848
3,Prestamos,741,Libre Inversion,10000116230
1,Tarjeta Credito Visa,6,PLTUM,10000128595
3,Prestamos,705,Credicheque (RC) - BAU,10000174689
12,Tarjeta Visa,36,VIS PLAV,10000250862
4,Cuenta de Ahorro,36,FLEXI CUENTA,10000062482
12,Tarjeta Visa,36,VIS PLAV,10000230978
4,Cuenta de Ahorro,15,CUENTA DE AHORROS NOMINA,10000115664
4,Cuenta de Ahorro,33,CUENTA FIEL,10000291497
12,Tarjeta Visa,36,VIS PLAV,10000249634
1,Tarjeta Credito Visa,78,VIS INTE,10000132228
3,Prestamos,427,CARTERA VIVIENDA,10000169518
1,Tarjeta Credito Visa,61,CENS CL,10000008092
4,Cuenta de Ahorro,36,FLEXI CUENTA,10000143182
3,Prestamos,732,Rotativo,10000194157
1,Tarjeta Credito Visa,72,VIS TEL,10000287845
10,Tarjeta Credito Amex,9,STMX,10000247364
3,Prestamos,705,Credicheque (RC) - BAU,10000198404
5,Cuenta Corriente,51,CUENTA CORRIENTE P.NATURAL,10000149928
4,Cuenta de Ahorro,15,CUENTA DE AHORROS NOMINA,10000127762
1,Tarjeta Credito Visa,61,CENS CL,10000109459
1,Tarjeta Credito Visa,51,VIS INTE CEN,10000024966
12,Tarjeta Visa,92,TARJETA DE CRÉDITO,10000049193
1,Tarjeta Credito Visa,1,VIS CL,10000088000
4,Cuenta de Ahorro,33,CUENTA FIEL,10000156608
3,Prestamos,741,Libre Inversion,10000001250
12,Tarjeta Visa,36,VIS PLAV,10000032570
2,Tarjeta credito Master,79,OLM,10000230601
2,Tarjeta credito Master,44,MMBL,10000036590
3,Prestamos,705,Credicheque (RC) - BAU,10000097778
12,Tarjeta Visa,21,VIS INTE AV,10000054129
1,Tarjeta Credito Visa,6,PLTUM,10000266024
12,Tarjeta Visa,82,VIS GOR,10000144211
2,Tarjeta credito Master,44,MMBL,10000130078
4,Cuenta de Ahorro,33,CUENTA FIEL,10000116242
2,Tarjeta credito Master,74,MASORCL,10000107498
2,Tarjeta credito Master,58,MGRWDS,10000133036
2,Tarjeta credito Master,4,MOR,10000126927
12,Tarjeta Visa,36,VIS PLAV,10000007191
3,Prestamos,705,Credicheque (RC) - BAU,10000190006
1,Tarjeta Credito Visa,1,VIS CL,10000177636
1,Tarjeta Credito Visa,62,CENS G,10000111692
12,Tarjeta Visa,36,VIS PLAV,10000019494
1,Tarjeta Credito Visa,94,VLNCLAS,10000326789
1,Tarjeta Credito Visa,61,CENS CL,10000232248
2,Tarjeta credito Master,44,MMBL,10000211308
7,CDTS,13,>=6 <12 MESES DIAS/360 T.FIJA,10000022762
4,Cuenta de Ahorro,1,CUENTA DE AHORROS TRADICIONAL,10000135168
1,Tarjeta Credito Visa,9,EPAUT,10000075523
12,Tarjeta Visa,21,VIS INTE AV,10000110897
12,Tarjeta Visa,36,VIS PLAV,10000107998
9,TD M Tarjeta Debito Master,525358,MTRO,10000333633
1,Tarjeta Credito Visa,94,VLNCLAS,10000300911
1,Tarjeta Credito Visa,2,VIS OR,10000305081
3,Prestamos,449,Vvda Vis Pesos Sin Beneficio,10000062860
2,Tarjeta credito Master,28,MASTERCARD BÁSICA,10000315222
4,Cuenta de Ahorro,14,CTA DE AHORRO FISCAL AFC CAPIT,10000148785
4,Cuenta de Ahorro,33,CUENTA FIEL,10000333583
1,Tarjeta Credito Visa,70,VIS BAS TEL,10000314039
2,Tarjeta credito Master,7,PLTUM,10000187149
1,Tarjeta Credito Visa,1,VIS CL,10000102706
12,Tarjeta Visa,84,VIS CLS CS,10000081293
12,Tarjeta Visa,36,VIS PLAV,10000165012
4,Cuenta de Ahorro,35,CTA AH RENTAPREMIUM NOMINA,10000155609
1,Tarjeta Credito Visa,62,CENS G,10000037101
12,Tarjeta Visa,59,VIS GA,10000075012
3,Prestamos,705,Credicheque (RC) - BAU,10000343028
9,TD M Tarjeta Debito Master,525358,MTRO,10000337219
9,TD M Tarjeta Debito Master,525358,MTRO,10000203243
12,Tarjeta Visa,36,VIS PLAV,10000074671
9,TD M Tarjeta Debito Master,525358,MTRO,10000079322
12,Tarjeta Visa,36,VIS PLAV,10000180435
3,Prestamos,411,CARTERA VIVIENDA PESOS,10000200911
2,Tarjeta credito Master,57,ORTEP,10000019840
3,Prestamos,710,MICRO CRÈDITO,10000331964
90,No Vinculados,90,no vinculados,10000043142
3,Prestamos,411,CARTERA VIVIENDA PESOS,10000273703
3,Prestamos,415,Hip Vis Sin Beneficio,10000023398
2,Tarjeta credito Master,57,ORTEP,10000084443
12,Tarjeta Visa,36,VIS PLAV,10000076066
1,Tarjeta Credito Visa,2,VIS OR,10000160653
12,Tarjeta Visa,92,TARJETA DE CRÉDITO,10000058328
1,Tarjeta Credito Visa,62,CENS G,10000184613
12,Tarjeta Visa,21,VIS INTE AV,10000245769
4,Cuenta de Ahorro,33,CUENTA FIEL,10000115148
2,Tarjeta credito Master,4,MOR,10000308565
2,Tarjeta credito Master,4,MOR,10000059138
3,Prestamos,230,LIBRE INVERS HIPTECARIO CMCIAL,10000213217
12,Tarjeta Visa,36,VIS PLAV,10000256027
2,Tarjeta credito Master,44,MMBL,10000248103
4,Cuenta de Ahorro,33,CUENTA FIEL,10000129054
5,Cuenta Corriente,58,MULTIPRESTAMO ROTATIVO,10000045631
1,Tarjeta Credito Visa,91,PRPLAT,10000134897
1,Tarjeta Credito Visa,61,CENS CL,10000232499
12,Tarjeta Visa,36,VIS PLAV,10000086716
1,Tarjeta Credito Visa,62,CENS G,10000077140
4,Cuenta de Ahorro,14,CTA DE AHORRO FISCAL AFC CAPIT,10000005727
1,Tarjeta Credito Visa,61,CENS CL,10000313353
12,Tarjeta Visa,81,VIS GALM,10000037572
12,Tarjeta Visa,36,VIS PLAV,10000125237
12,Tarjeta Visa,21,VIS INTE AV,10000266049
2,Tarjeta credito Master,7,PLTUM,10000152666
1,Tarjeta Credito Visa,62,CENS G,10000287423
9,TD M Tarjeta Debito Master,525358,MTRO,10000153260
12,Tarjeta Visa,36,VIS PLAV,10000103490
3,Prestamos,732,Rotativo,10000140133
12,Tarjeta Visa,84,VIS CLS CS,10000079371
1,Tarjeta Credito Visa,96,VIS CL CRO,10000081547
9,TD M Tarjeta Debito Master,525358,MTRO,10000153449
3,Prestamos,732,Rotativo,10000089813
12,Tarjeta Visa,36,VIS PLAV,10000246550
3,Prestamos,411,CARTERA VIVIENDA PESOS,10000141384
2,Tarjeta credito Master,58,MGRWDS,10000139578
12,Tarjeta Visa,92,TARJETA DE CRÉDITO,10000150084
12,Tarjeta Visa,36,VIS PLAV,10000079920
